Year..yyyy.,Missing.data..see.colored.cell.,Metal.Band....top..right.leg...xxxx.xxxxx.,Color.bands..RFID..top.....bottom...ABC.,Sex..M.F.,Date..mm.dd.yy.,Time..military...07.45.,Year..yyyy..1,Location..F..MN..NB....yellow.if.snap.trapped.in.NB..thus.a.breeder.,Status..New.Prev.year..Rs.not.entered.here..N.P.,IA.STATUS..If..P...was.it.even.an.IA..Note..An.IA.s.first..R..of.season.requires.all.measures...IA...,If..P...Age.when.first.caught..nestling...HY..SY..ASY..AHY.,If..P...Year.first.caught..yyyy.,If..P...Location.first.caught..F..MN..NB...,Exact.year.of.life..if.known....,Age..see.guide...Nestling.HY..SY..ASY..AHY.,Color.crest..3blk.2drk.grey.1lt.grey.,Color.base.lower.mandible..3blk.2drk.grey.1lt.grey.,Tarsus..10th.mm...xx.x.,Wing..10th.mm...xx.x.,Who.measured.tars.wing..initials.,Blood.Taken..Y.Need......na.,Tail.feather.pulled..3rd.from.bird.s.right....Y.N.,Spec..Y.N.,Crest.photo..Y.N.,Mass..10th.g...xx.x.,RFID....bottom..right.leg...xxxxxxxxxx.,BREEDING.in.current.year..LOCATION..NB..,BREEDING.in..current.year..PARTNER..metal..color......ABC.,Bred..in.PAST..YEAR..yyyy.,Bred..in.PAST..LOCATION..NB..,Bred..in.PAST..PARTNER....metal..color.......ABC.,Notes,Other.Notes,Recapture.date..mm.dd.yy.,Recapture.location..F..MN..NB..,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,X.8,X.9,X.10,X.11,X.12,X.13
2025,,3011-89442,YDR,M,05/07/25,,2025,NB22,N,,,,,,Nestling,.,.,15.3,.,CR,Y,.,.,.,13.9,3B0049B41C,,,,,,RFID placed 05/10/25,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89443,YDO,F,05/07/25,,2025,NB22,N,,,,,,Nestling,.,.,15.8,.,CR,Y,.,.,.,14.8,3B004C31BF,,,,,,RFID placed 05/10/25,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89444,YDY,M,05/07/25,,2025,NB22,N,,,,,,Nestling,.,.,16.4,.,CR,Y,.,.,.,16.4,3B0048A924,,,,,,RFID placed 05/10/25,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89445,YDT,M,05/07/25,,2025,NB22,N,,,,,,Nestling,.,.,15.9,.,CR,Y,.,.,.,14.5,3B001A8B04,,,,,,RFID placed 05/10/25,,06/25/25,FG,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,2711-56791,SYR,M,05/07/25,,2025,NB15B,P,,,,,,ASY,5,5,19.3,77.0,CR,.,.,.,.,19.0,.,,,,,,Old bird! Parent snaptrapped at NB15B,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89549,YBR,F,05/07/25,,2025,NB19,P,,,,,,ASY,3,3,19.5,70.0,CR,Y,.,.,.,18.7,.,,,,,,Crazy bleeder! ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89446,GDR,M,05/10/25,,2025,NB15B,N,,,,,,Nestling,.,.,17.8,.,SC,Y,.,.,.,16.3,3B00495001,,,,,,"Bad, weak bleed",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89447,GDO,M,05/10/25,,2025,NB15B,N,,,,,,Nestling,.,.,18.5,.,CR,Y,.,.,.,15.8,3B0048E6CA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89448,GDY,F,05/10/25,,2025,NB15B,N,,,,,,Nestling,.,.,17.9,.,CR,Y,.,.,.,15.4,3B004D5D72,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89449,GDT,F,05/10/25,,2025,NB15B,N,,,,,,Nestling,.,.,17.4,.,CR,Y,.,.,.,13.5,3B004BD572,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89450,GDS,F,05/10/25,,2025,NB15B,N,,,,,,Nestling,.,.,17.9,.,CR,Y,.,.,.,14.5,3B001960F5,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89451,GDB,M,05/10/25,,2025,NB15B,N,,,,,,Nestling,.,.,16.9,.,CR,Y,.,.,.,15.4,.,,,,,,"No RFID, tarsus too small",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89637,YSR,M,05/10/25,,2025,NB19,P,IA,nestling,,NB10,,AHY,3,3,19.1,75.0,CR,Y,.,.,.,19.3,.,,,,,,.,super agressive and very long crest,"05/21/25, 05/29/25, 11/02/25","FI, FI, FI",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89452,YDB,M,05/21/25,,2025,FB,N,,,,,,AHY,2,2,20.7,77.6,TM,Y,.,.,.,17.5,3B0018C873,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58101,YGD,M,05/21/25,,2025,FH,N,,,,,,AHY,4,3,20.2,75.5,CA,Y,.,.,.,18.2,3B004CFD93,,,,,,,,"05/28/25, 11/02/25","FH, FI",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89354,PBWorPWB,F,05/21/25,,2025,FC,P,,,,,,ASY,4,3,19.6,75.2,SC,.,.,.,.,16.6,.,,,,,,Spreadsheet says PWB but bands are PBW,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89393,RBT,M,05/21/25,,2025,FC,P,,,,,,ASY,5,3,20.7,77.3,SC,.,.,.,.,19.4,.,,,,,,,,"06/18/25, 11/22/25","FC, FC",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89557,YBN,M,05/21/25,,2025,FG,P,IA,nestling,,NB21 2024,,SY,4,3,19.4,73.0,CA,.,.,.,.,18.3,.,,,,,,Flew away before mass,Mass collected 05/28/25,05/28/25,FG,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,NEED BLOOD,3011-89504,RSR,M,05/22/25,,2025,FK,P,,,,,,ASY,5,3,20.0,79.0,TM,.,.,.,.,16.7,.,,,,,,Band combo changed from RYR to RSR 05/22/25,,05/31/25,FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89635,SRP,F,05/22/25,,2025,FQ,P,,,,,,AHY,3,2,19.8,77.0,CA,.,.,.,.,17.8,.,,,,,,She's hairy! ETOH blood,,"05/31/25, 06/02/25, 06/10/25, 09/21/25, 10/19/25, 10/26/25, 12/07/25","FQ, NB16B, FQ, FQ, FQ, FQ, FQ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58102,SGB,F,05/22/25,,2025,FR,N,,,,,,HY,2,1,19.5,77.0,CA,Y,.,.,.,17.5,3B0018CD5D,,,,,,,,"06/20/25, 09/21/25","FR, FR",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58103,SGR,M,05/22/25,,2025,FQ,N,,,,,,HY,1,1,20.2,74.5,CA,Y,.,.,.,18.7,3B00493B2F,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89366,PNL,F,05/22/25,,2025,FR,P,,HY,2023,FP,3,ASY.,2,1,19.4,77.3,BR,.,.,.,.,17.7,3B00492B2F,,,,,,,,"09/21/25, 10/26/25","FP, FP ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,2691-21960,XRY,M,05/22/25,,2025,FP,P,IA,nestling,2023,NB17,3,ASY.,.,.,.,.,.,.,.,.,.,.,.,,,,,,DEAD,"Missing leg below metal band, no RFID",,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89284,GTR,F,05/27/25,,2025,NB17,P,IA,nestling,2023,NB50,3,ASY.,5,2,19.9,70.2,CG,.,.,.,.,.,.,,,,,,Flew before mass,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89541,RWS,M,05/27/25,,2025,NB11,P,,AHY,2024,NB13,3+,ASY.,5,1,19.7,71.0,BR,.,.,.,.,17.2,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,2691-21995,GNT,M,05/27/25,,2025,NB16B,P,IA,nestling,2023,NB62,3,ASY.,5,2,20.1,70.0,.,.,.,.,.,20.3,.,,,,,,Flew away,"Mass, tarsus, and wing collected 06/10/25",06/10/25,FQ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,2691-21903,CRY,M,05/27/25,,2025,NB18,P,,AHY,2024,NB18,3+,ASY.,4,2,20.9,73.0,CA,.,.,.,.,19.1,.,,,,,,Bites!,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89699,SYT,F,05/28/25,,2025,FC,P,,HY,2024,FD,2,SY,4,2,19.1,71.5,CA,.,.,.,.,17.2,.,,,,,,,,06/02/25,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89453,GBO (was GPT),M,05/28/25,,2025,FH,N,,,,,,AHY,3,2,19.8,71.5,SD,Y,.,.,.,15.3,3B0018E0A3,,,,,,,rebanded from GOO to GPT (actually GPG) to YGD,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89648,SWB,M,05/28/25,,2025,FD,P,IA,nestling,2024,NB04,2,SY,5,2,.,.,.,.,.,.,.,.,.,,,,,,"Very slippery because of rain, got out before measurements. ",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89370,RBY,M,05/28/25,,2025,FC,P,,HY,2023,FB,3,ASY.,5,1,19.7,76.0,BR,.,.,.,.,17.5,.,,,,,,Very good bird,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,2691-21966,WWB,F,05/28/25,,2025,FH,P,IA,nestling,2023,NB50,3,ASY.,3,1,19.6,73.0,BR,.,.,.,.,17.6,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89657,SWS,F,05/29/25,,2025,FN,P,,HY,2024,FN,2,SY,3,2,19.7,70.5,CA,.,.,.,.,18.1,.,,,,,,,,06/16/25,FN,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,2711-56888,GDW (was GYW),M,05/29/25,,2025,FM,P,,AHY,2023,F7 (GG),4+,ASY.,5,2,20.0,74.5,CA,.,.,.,.,19.8,.,,,,,,repeat band combo changed from GYW -> GDW (caught in trap at FK with son (PNG)),,"06/16/25, 11/02/25, 11/22/25","FK, FL, FK",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89551,YBY,M,05/29/25,,2025,FP,P,IA,nestling,2024,NB15C,2,SY,4,2,19.8,74.0,BR,.,.,.,.,19.3,.,,,,,,,,06/10/25,FP,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89526,RLB,F,05/29/25,,2025,FN,P,,AHY,2024,NB15C,3+,ASY.,4,2,19.5,70.1,JH,.,.,.,.,16.3,.,,,,,,,,06/16/25,FM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89523,RRO,M,05/29/25,,2025,FK,P,IA,nestling,2024,NB19,2,SY,3,2,.,.,.,.,.,.,.,.,.,,,,,,"flew before metal band was read, likely 3011-89523",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89654,SWG,F,05/31/25,,2025,NB18,P,,AHY,2024,FT,3+,ASY.,3,2,19.4,72.0,BR,.,.,.,.,17.8,.,,,,,,Missing toe,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58104,WWD,M,05/31/25,,2025,NB16B,N,,,,,,Nestling,1,1,19.5,.,BR,Y,.,.,.,19.3,3B0018CDF8,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58105,WDR,F,05/31/25,,2025,NB16B,N,,,,,,Nestling,1,1,19.7,.,JH,Y,.,.,.,17.6,3B001914A6,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58106,WDN,M,05/31/25,,2025,NB16B,N,,,,,,Nestling,2,1,19.8,.,BR,N,.,.,.,18.1,3B0018865D,,,,,,Not a bleeder,,12/07/25,FQ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58107,WDW,M,05/31/25,,2025,NB16B,N,,,,,,Nestling,2,1,20.4,.,JH,Y,.,.,.,19.1,3B0018C3A8,,,,,,,,09/14/25,FQ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58108,WDO,F,05/31/25,,2025,NB11,N,,,,,,HY,2,1,19.8,.,JH,Y,.,.,.,16.1,3B0018204C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58109,YBP,F,05/31/25,,2025,NB11,N,,,,,,HY,1,1,17.8,.,SD,Y,.,.,.,17.2,3B00490F90,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89454,YPW,F,05/31/25,,2025,FR,N,,,,,,HY,1,1,19.9,70.0,CA,N,.,.,.,17.0,3B004BE7FF,,,,,,Stuck 4 times and did not bleed (recapture note: crest darkened since og capture),,"06/20/25, 12/07/25","FR, FR",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3011-89503,RRN,M,05/31/25,,2025,FT,P,,AHY,2023,FU,4+,ASY.,4,3,19.7,76.5,CA,.,.,.,.,17.6,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89455,YPP,M,05/31/25,,2025,FS,N,,,,,,HY,1,1,19.8,64.1,SD,Y,.,.,.,17.0,3B00487140,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3011-89456,YDD,M,05/31/25,,2025,NB11,N,,,,,,HY,2,1,19.8,.,SD,Y,.,.,.,17.5,3B0018377D,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89429,GOT,M,06/02/25,,2025,FB,P,IA,nestling,2025,NB1,1,HY,2,1,19.8,76.0,BR,Y,.,.,.,18.7,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58110,SDO,M,06/02/25,,2025,FA,N,,,,,,HY,2,1,20.5,78.0,JH,Y,.,.,.,19.0,3B0018F001,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,NEED BLOOD,3011-89508,RTW,,06/02/25,,2025,NB11,P,,HY,2024,FI,2,SY,5,3,19.1,68.0,SD,N,.,.,.,18.0,.,,,,,,Awful bleeder,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89456,GSS,M,06/06/25,,2025,NB18,N,,,,,,Nestling,1,1,19.5,.,SD,N,.,.,.,17.7,3B004C6F93,,,,,,"RFID on left leg. Bad bleeder, hard to get blood. ",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89458,GSB,M,06/06/25,,2025,NB18,N,,,,,,Nestling,1,1,20.5,.,JH,Y,.,.,.,20.0,3B0048E060,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,2: missing RFID; AND repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3011-89459,YYS,M,06/06/25,,2025,NB18,N,,,,,,Nestling,1,1,19.5,.,CG,Y,.,.,.,17.0,.,,,,,,"Needs RFID, likely runt so leg too small to fit currently ",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89460,YYN (was YNO),M,06/06/25,,2025,NB18,N,,,,,,Nestling,2,1,19.8,.,BR,Y,.,.,.,19.5,3B0018EB29,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89461,YNP,F,06/06/25,,2025,NB18,N,,,,,,Nestling,1,1,20.0,.,CA,Y,.,.,.,18.4,3B004BE7AB,,,,,,Blood clotted immediately after poking,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58111,WDG,M,06/10/25,,2025,NB17,N,,,,,,Nestling,1,1,19.7,.,CA,Y,.,.,.,16.5,3B0018F82F,,,,,,"Blood is in new Queen's lysis, jittery",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58112,SNP,F,06/10/25,,2025,NB17,N,,,,,,Nestling,1,1,19.5,.,CA,Y,.,.,.,15.5,3B0018C1AB,,,,,,Jittery,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58113,WYD,M,06/10/25,,2025,NB17,N,,,,,,Nestling,1,1,19.4,.,CG,Y,.,.,.,16.7,3B0018DEB4,,,,,,jittery,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58114,RSP,M,06/10/25,,2025,NB17,N,,,,,,Nestling,1,1,19.7,.,CG,Y,.,.,.,16.3,3B0018A6FD,,,,,,Could only get a little bit of blood (VERY little),,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89632,STT,M,06/10/25,,2025,FR,P,.,HY,2024,FR,2,SY,5,3,19.8,76.0,SD,.,.,.,.,19.5,.,,,,,,,.,09/21/25,FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89554,YBT,M,06/16/25,,2025,FN,P,IA,nestling,2024,NB15C,2,SY,4,2,20.5,75.0,SD,.,.,.,.,18.7,.,,,,,,,,"06/16/25, 09/21/25","FO, FO",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58116,ROO,M,06/16/25,,2025,FM,N,,,,,1,HY,3,1,19.3,78.0,CA,Y,.,.,.,17.1,3B00185D04,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58006,ROR,M,06/16/25,,2025,FN,P,IA,nestling,2025,NB15a,1,HY,2,1,20.4,74.1,BR,.,.,.,.,17.5,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58117,RON,M,06/16/25,,2025,FK,N,,,,-,,HY,2,1,19.5,75.0,CG,Y,.,.,.,19.0,3B00199070,,,,,,"Band combo written poorly on side of blood tube, ask Cat for help if u have trouble reading it ",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89462,YPS,F,06/18/25,,2025,FE,N,,,,,,HY,2,1,19.6,73.0,JH,N,.,.,.,17.1,3B004BE753,,,,,,6 is a little scratched on its metal band. Bad bleeder,got blood 04/22/26,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,NEED BLOOD,3011-89463,YDP,,06/18/25,,2025,FD,N,,,,,,AHY,4,3,.,.,CG,N,.,.,.,.,3B0048A9FA,,,,,,flew away before measurements,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89464,RSD,M,06/18/25,,2025,FC,N,,,,,,HY,2,1,20.6,77.5,CA,Y,.,.,.,19.3,3B0019BFB3,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58115,RGT,M,06/20/25,,2025,FR,N,,,,,,HY,2,1,20.2,78.5,SD,Y,.,.,.,19.1,3B0049D277,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58118,WBB,F,06/20/25,,2025,FQ,N,,,,,,HY,2,1,19.3,71.9,BR,Y,.,.,.,16.8,3B0048D2CC,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3241-58119,YDD,F,06/25/25,,2025,FG,N,,,,,,HY,2,1,20.0,72.1,BR,Y,.,.,.,19.3,3B004C1826,,,,,,Very young,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58120,YDW,M,06/25/25,,2025,FH,N,,,,,,HY,2,1,21.3,76.5,JH,Y,.,.,.,17.1,3B00199C4C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89465,WOG,M,07/01/25,,2025,MN-FF,N,,,,,,HY,1,1,20.2,80.0,TM,Y,.,.,.,18.9,3B004A2DCF,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89416,RTN,M,09/14/25,,2025,MN-NB6,P,IA,nestling,2025,NB5,1,HY,3,.,.,.,.,N,.,.,.,.,.,,,,,,"LLS Child, stuck in MN, released from stress",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89466,GNN,F,09/14/25,,2025,MN-NB6,N,,,,,,HY,2,1,19.3,75.5,TM,Y,.,.,.,17.8,3B004CD08A,,,,,,"Molting crest, pins observed, caught 2 hours after others in net",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58107,WDW,M,09/21/25,,2025,FQ,P,IA,nestling,2025,NB16B,1,HY,2,2,19.4,75.6,SC,Y,.,.,.,20.7,.,,,,,,Retook blood mistakenly,,12/07/25,FQ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58113,WYD (was WxD),M,09/21/25,,2025,FS,P,IA,nestling,2025,NB17,1,HY,2,2,20.8,75.0,CR,Y,.,.,.,18.4,.,,,,,,,replaced Y band 10/26/25,10/26/25,FS,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89499,YND,M,09/21/25,,2025,FO,N,,,,,,AHY,2,2,20.2,75.6,SC,Y,.,.,.,19.6,3B00498105,,,,,,2 birds in trap,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58106,WDN,M,09/21/25,,2025,FQ,P,IA,nestling,2025,NB16B,,HY,2,3,.,76.5,SC,N,.,.,.,.,.,,,,,,Didn't take other measurements as mistake.,,"10/07/25, 12/07/25","FQ, FQ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89467,GDD (was GDR),M,09/21/25,,2025,FS,N,,,,,,HY,3,1,20.1,75.0,CR,Y,.,.,.,19.1,3B004CB6E6,,,,,,"duplicate band combo, changed from GDR to GDD 03/01/26",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89447,GDO,M,09/21/25,,2025,FO,P,IA,nestling,2025,NB15B,1,HY,2,1,19.5,77.0,CR,N,.,.,.,19.5,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3241-58121,GDW,M,10/12/25,,2025,FD,N,,,,,,AHY,3,1,21.2,74.6,SC,Y,.,.,.,19.8,3B0049574C,,,,,,duplicate color band combo. ,,11/02/25,FD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58125,GDN (was GDY),F,10/26/25,,2025,FS,N,,,,,,AHY,2,2,19.5,74.3,CR,Y,.,.,.,17.6,3B004CC3C9,,,,,,Duplicate color band combo. ,bands changed from GDY to GDN 03/01/26,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58126,WRD,F,10/26/25,,2025,FQ,N,,,,,,AHY,2,2,19.7,73.1,SC,Y,.,.,.,16.3,3B0018796C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89415,RTT,F,10/26/25,,2025,FR,P,IA,nestling,2025,NB05,1,HY,2,1,19.3,73.2,CR,N,.,.,.,17.5,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3241-58124,RPP,F,10/26/25,,2025,FQ,N,,,,,,HY,1,1,20.3,77.5,CA,Y,.,.,.,17.6,3B00496FEE,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58111,WDG,M,10/26/25,,2025,FT,P,IA,nestling,2025,NB17,1,HY,1,2,20.0,76.0,CA,Y,.,.,.,17.0,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,3241-58122,YNN,M,10/26/25,,2025,FM,N,,,,,,HY,2,1,20.6,76.0,SC,Y,.,.,.,18.4,3B004B5544,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3241-58104,WWD,M,10/26/25,,2025,FR,P,IA,nestling,2025,NB16B,1,HY,3,2,20.1,77.5,CA,N,.,.,.,20.8,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,NEED BLOOD,3011-89498,RDD,,11/02/25,,2025,FI,N,,,,,,HY,3,1,21.0,70.5,OK,N,.,.,.,17.8,3B00496D3A,,,,,,"Really bad bleed, stuck several times with no bleed. Super cold out so that may be why? ",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,,3011-89421,YOD,M,11/02/25,,2025,FN,P,IA,nestling,2025,NB13,1,HY,3,3,19.5,75.0,CG,N,.,.,.,18.3,.,,,,,,,,12/07/25,FM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,NEED BLOOD,3011-89468,GPS,,11/02/25,,2025,FH,N,,,,,,AHY,3,1,18.5,76.0,OK,N,.,.,.,17.9,3B004C1BC2,,,,,,awful bleed again :/ stuck multiple times and nothing,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
